,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science
207,208,=208,Adelphi University,57.6,208,16.1,256,15.2,563,19.5,280,6.9,135,593459,New York,"$37,170","$15,120","$55,000",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
208,209,=208,Bryant University,57.6,209,14.6,332,15.9,334,23.2,147,4.0,512,594404,Rhode Island,"$42,109","$15,095","$66,667",0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
209,210,=208,CUNY Hunter College,57.6,210,13.5,387,15.0,620,20.7,239,8.5,21,593513,New York,"$14,372","$8,288","$45,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0
210,211,=208,Drake University,57.6,211,18.3,151,15.9,342,20.1,262,3.4,599,592577,Iowa,"$39,062","$10,158","$56,933",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
211,212,=208,Florida State University,57.6,212,9.7,578,17.3,40,24.9,117,5.7,281,131777,Florida,"$21,683","$10,458","$45,100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
212,213,=208,Loyola University Maryland,57.6,213,16.6,237,14.8,674,22.7,162,3.6,574,592820,Maryland,"$47,560","$14,150","$65,300",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
213,214,=208,University of Portland,57.6,214,15.5,288,15.3,557,23.0,154,3.8,551,594101,Oregon,"$44,026","$12,658","$56,400",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
214,215,=208,Susquehanna University,57.6,215,16.9,225,15.7,433,21.2,227,3.8,553,594368,Pennsylvania,"$45,470","$12,090","$52,200",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
215,216,=208,Washington & Jefferson College,57.6,216,17.8,175,15.1,614,21.5,215,3.1,636,594386,Pennsylvania,"$46,628","$11,806","$51,333",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
216,217,217,Drew University,57.5,217,18.8,135,14.8,668,16.9,385,6.9,136,593387,New Jersey,"$49,168","$13,696","$51,267",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
217,218,218,Southwestern University,57.4,218,17.3,205,15.9,361,19.2,292,5.0,388,594689,Texas,"$40,560","$11,170","$50,467",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
218,219,219,Miami University,57.3,219,13.1,412,17.6,15,21.7,204,4.8,415,131462,Ohio,"$32,750","$13,202","$45,933",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
219,220,220,Knox College,57.2,220,18.9,131,15.1,597,16.5,410,6.7,157,592382,Illinois,"$44,958","$9,696","$39,867",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0
220,221,=221,DePaul University,57.1,221,12.6,439,17.1,69,20.8,233,6.6,170,592349,Illinois,"$39,010","$13,797","$51,533",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
221,222,=221,Stonehill College,57.1,222,16.5,245,15.4,531,22.9,159,2.3,743,592982,Massachusetts,"$41,300","$15,760","$59,333",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
222,223,=221,Washington College,57.1,223,17.8,174,14.9,661,20.4,254,4.0,524,592853,Maryland,"$44,820","$11,040","$46,900",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
223,224,=224,Arizona State University (Tempe),57.0,224,11.8,470,16.8,111,20.4,247,8.0,45,591,Arizona,"$27,372","$12,209","$46,067",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
224,225,=224,Beloit College,57.0,225,18.3,150,15.4,498,18.2,328,5.2,349,594956,Wisconsin,"$48,706","$8,436","$40,600",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
225,226,=224,Centre College,57.0,226,19.3,121,15.4,504,19.0,297,3.2,620,592655,Kentucky,"$40,500","$10,180","$44,300",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0
226,227,=224,Dominican University of California,57.0,227,18.2,155,14.1,761,18.2,329,6.5,185,591941,California,"$44,690","$14,650","$53,067",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
227,228,228,Hofstra University,56.9,228,17.2,208,16.4,207,17.7,353,5.7,285,131554,New York,"$43,960","$14,250","$52,867",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
228,229,=229,"Embry-Riddle Aeronautical University, Daytona Beach",56.8,229,15.8,271,15.0,622,19.8,269,6.2,220,658313,Florida,"$34,822","$11,100","$63,367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,230,=229,Gonzaga University,56.8,230,16.2,251,15.7,414,22.0,188,2.8,683,594872,Washington,"$41,330","$11,550","$54,400",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
230,231,=229,Providence College,56.8,231,15.7,278,16.5,194,22.0,191,2.5,719,594413,Rhode Island,"$48,764","$14,240","$60,833",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
231,232,=232,CUNY Bernard M. Baruch College,56.7,232,7.6,675,14.2,749,26.4,91,8.5,20,593501,New York,"$14,452","$17,926","$56,250",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
232,233,=232,University of Scranton,56.7,233,16.0,266,16.9,106,21.9,196,2.0,771,594356,Pennsylvania,"$43,310","$14,618","$56,433",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
233,234,=234,Ithaca College,56.6,234,16.9,219,16.8,120,20.1,263,2.8,684,593573,New York,"$42,884","$15,274","$51,000",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
234,235,=234,Lewis & Clark College,56.6,235,19.1,127,14.1,764,18.5,315,5.0,375,594089,Oregon,"$48,988","$11,996","$43,633",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
235,236,=234,Mercer University,56.6,236,16.7,235,16.6,168,16.9,387,6.4,194,592274,Georgia,"$24,480","$11,315","$47,233",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
236,237,237,Pratt Institute,56.5,237,18.6,143,14.3,745,16.8,395,6.8,146,593639,New York,"$50,038","$12,020","$42,600",0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
237,238,238,University of Kansas,56.4,238,16.0,263,16.5,186,18.7,308,5.2,354,751,Kansas,"$26,592","$10,276","$46,700",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
238,239,=239,University of Oregon,56.3,239,13.0,422,16.4,218,20.7,242,6.2,226,880,Oregon,"$34,611","$11,450","$43,233",0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
239,240,=239,Southern Illinois University Carbondale,56.3,240,17.0,217,16.3,243,16.4,419,6.6,182,592448,Illinois,"$26,856","$10,622","$41,967",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,241,=239,Westminster College (Utah),56.3,241,17.9,168,16.8,133,17.8,351,3.8,555,594761,Utah,"$33,560","$9,244","$48,000",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
241,242,=242,Cornell College,56.2,242,19.3,122,16.1,291,17.4,359,3.4,598,592571,Iowa,"$40,880","$9,110","$41,700",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
242,243,=242,University of Dayton,56.2,243,14.8,319,17.1,68,20.3,257,4.0,514,593909,Ohio,"$41,750","$13,180","$52,433",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
243,244,=242,College of Saint Benedict,56.2,244,14.4,351,16.2,271,22.8,161,2.8,689,593150,Minnesota,"$43,738","$10,742","$49,933",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
244,245,=245,Florida Institute of Technology,56.1,245,15.4,290,15.2,568,18.1,334,7.4,96,873,Florida,"$41,240","$13,610","$57,667",1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
245,246,=245,New Jersey Institute of Technology,56.1,246,12.6,441,14.0,771,21.7,205,7.7,66,845,New Jersey,"$31,918","$13,300","$66,300",1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
246,247,=245,Saint Joseph's University,56.1,247,14.8,323,15.9,358,21.9,195,3.4,606,594350,Pennsylvania,"$43,880","$14,840","$58,533",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
247,248,=245,University of Wyoming,56.1,248,16.2,255,17.3,48,19.6,279,3.0,654,864,Wyoming,"$13,731","$10,320","$46,533",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,249,=249,Auburn University,55.9,249,13.0,416,17.2,49,22.1,182,3.6,568,817,Alabama,"$29,640","$13,332","$47,200",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
249,250,=249,Oklahoma City University,55.9,250,17.7,178,17.3,42,15.5,466,5.5,316,594059,Oklahoma,"$30,726","$8,624","$41,067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,251,=251,"University of California, Santa Cruz",55.8,251,11.5,485,14.9,641,21.6,207,7.9,55,574,California,"$42,034","$16,055","$44,533",0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
251,252,=251,Rutgers University-Newark,55.8,252,13.4,398,14.1,766,19.5,283,8.7,16,593423,New Jersey,"$30,026","$13,266","$56,267",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
252,253,=253,Albion College,55.7,253,17.6,183,16.5,179,18.0,337,3.5,585,593015,Michigan,"$43,050","$12,210","$46,167",0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
253,254,=253,Thomas Jefferson University,55.7,254,17.3,202,15.1,596,18.1,335,5.2,353,670515,Pennsylvania,"$39,130","$13,005","$49,533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,255,=253,Saint John's University,55.7,255,15.7,279,15.7,429,21.9,194,2.4,727,595232,Minnesota,"$43,356","$10,116","$58,600",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
255,256,=256,University of Alabama at Birmingham,55.6,256,16.3,247,15.8,371,16.8,391,6.7,150,591755,Alabama,"$19,032","$11,682","$40,367",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
256,257,=256,Luther College,55.6,257,18.6,141,15.7,419,18.9,303,2.4,724,592595,Iowa,"$41,020","$8,970","$44,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
257,258,=256,Molloy College,55.6,258,14.5,341,15.4,520,20.4,251,5.4,327,593606,New York,"$30,310","$14,712","$57,967",0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
258,259,=256,Saint Anselm College,55.6,259,17.2,209,15.2,576,21.9,193,1.2,801,593369,New Hampshire,"$39,990","$14,146","$55,533",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
259,260,260,University of Hawai’i at Mānoa,55.5,260,19.4,120,15.5,476,12.9,590,7.7,63,722,Hawaii,"$33,786","$13,673","$44,133",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,261,=261,Hope College,55.4,261,17.4,198,16.6,165,19.0,298,2.4,723,595226,Michigan,"$32,780","$10,000","$44,200",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
261,262,=261,Quinnipiac University,55.4,262,14.1,361,15.5,488,22.2,179,3.6,581,595271,Connecticut,"$46,780","$14,190","$60,533",0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
262,263,=261,Valparaiso University,55.4,263,16.0,267,17.4,37,18.0,341,4.0,523,592559,Indiana,"$38,760","$11,400","$48,733",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
263,264,=264,Bard College,55.2,264,21.9,71,12.7,800,15.8,441,4.8,413,595274,New York,"$52,906","$15,066","$38,100",0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
264,265,=264,Rollins College,55.2,265,18.1,158,15.4,526,16.6,406,5.1,367,592190,Florida,"$48,335","$14,730","$44,033",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
265,266,=266,Manhattan College,55.1,266,13.0,419,14.8,675,22.0,189,5.2,355,593591,New York,"$41,412","$15,600","$63,167",1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
266,267,=266,The College of New Jersey,55.1,267,13.1,414,15.4,523,21.6,209,5.0,380,593438,New Jersey,"$27,578","$13,201","$56,900",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0
267,268,=266,New York Institute of Technology,55.1,268,17.9,167,13.9,774,14.8,495,8.5,24,595277,New York,"$35,870","$17,086","$52,933",0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1
268,269,269,Earlham College,55.0,269,21.0,87,15.6,444,11.8,649,6.6,171,592484,Indiana,"$45,750","$9,920","$34,300",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
269,270,=270,Hampshire College,54.7,270,20.0,111,16.8,118,12.3,620,5.7,283,592913,Massachusetts,"$51,608","$13,606","$33,400",0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
270,271,=270,San Diego State University,54.7,271,6.3,726,15.9,359,24.2,130,8.2,39,969,California,"$19,340","$15,966","$48,900",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
271,272,=270,The University of Tennessee-Knoxville,54.7,272,14.9,316,15.5,494,20.8,237,3.5,594,131711,Tennessee,"$31,390","$10,696","$43,600",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
272,273,273,Duquesne University,54.6,273,15.1,303,16.8,116,20.4,249,2.3,734,594176,Pennsylvania,"$36,394","$12,114","$56,467",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
273,274,274,Hampden-Sydney College,54.5,274,20.6,97,15.7,415,16.8,393,1.4,799,594803,Virginia,"$43,940","$13,420","$50,200",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
274,275,275,Whittier College,54.4,275,18.6,145,14.1,768,14.4,520,7.2,114,592049,California,"$46,110","$13,310","$44,633",0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
275,276,=276,"University of Nevada, Reno",54.3,276,13.1,413,16.0,321,19.2,291,5.9,258,593345,Nevada,"$21,540","$10,940","$45,667",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0
276,277,=276,Rutgers University-Camden,54.3,277,14.9,314,14.6,709,18.1,336,6.7,162,593420,New Jersey,"$29,924","$12,094","$56,267",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0
277,278,=276,University of South Florida (Tampa),54.3,278,8.4,637,16.5,196,21.6,210,7.9,58,803,Florida,"$17,324","$9,700","$42,100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,279,=279,Augustana College (Illinois),54.2,279,13.2,406,16.1,286,21.3,219,3.6,569,592331,Illinois,"$40,908","$10,314","$49,467",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
279,280,=279,James Madison University,54.2,280,9.1,606,16.8,121,25.2,109,3.1,632,594809,Virginia,"$27,230","$10,112","$54,333",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
280,281,=279,MCPHS University,54.2,281,11.5,488,13.5,789,22.3,174,6.8,145,592931,Massachusetts,"$32,590","$16,400","$114,033",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
281,282,282,Austin College,54.1,282,13.9,369,15.7,403,18.6,312,5.8,266,594602,Texas,"$38,800","$12,334","$48,100",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
282,283,=283,"University of Maryland, Baltimore County",54.0,283,10.0,560,15.9,351,21.3,223,6.9,138,791,Maryland,"$25,654","$11,836","$54,267",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
283,284,=283,University of Vermont,54.0,284,15.7,281,15.9,365,19.7,276,2.7,700,895,Vermont,"$41,356","$12,022","$45,467",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
284,285,=285,"Embry-Riddle Aeronautical University, Prescott",53.9,285,12.5,448,15.4,512,20.9,231,5.2,352,595199,Arizona,"$34,662","$10,468","$63,367",0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
285,286,=285,Moravian College,53.9,286,15.3,297,15.0,632,19.5,282,4.1,506,594272,Pennsylvania,"$42,024","$12,694","$49,300",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
286,287,=287,Elizabethtown College,53.8,287,16.7,234,15.4,511,19.3,289,2.4,722,594188,Pennsylvania,"$45,350","$10,990","$49,467",0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
287,288,=287,Iowa State University,53.8,288,10.9,523,17.2,54,21.2,226,4.5,456,648,Iowa,"$22,472","$8,546","$49,033",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
288,289,=287,San Jose State University,53.8,289,5.3,758,16.2,272,23.6,142,8.8,11,592025,California,"$19,601","$15,594","$54,500",1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
289,290,=287,Western New England University,53.8,290,17.2,211,16.0,330,17.3,373,3.3,617,592994,Massachusetts,"$35,740","$13,442","$55,433",1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0
290,291,291,Suffolk University,53.7,291,13.3,403,16.6,175,16.9,389,7.0,131,592985,Massachusetts,"$37,270","$15,046","$52,033",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
291,292,=292,CUNY Queens College,53.6,292,9.3,593,14.9,640,21.4,216,8.0,48,593528,New York,"$14,528","$14,370","$47,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
292,293,=292,Oregon State University,53.6,293,11.5,492,16.2,265,19.9,268,5.9,261,883,Oregon,"$29,457","$11,445","$47,500",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
293,294,=292,Pace University-New York,53.6,294,11.3,499,16.2,267,18.7,309,7.5,88,593630,New York,"$43,986","$18,002","$58,333",1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
294,295,=295,Louisiana State University,53.5,295,10.8,529,15.8,385,22.3,173,4.6,446,131540,Louisiana,"$28,051","$11,750","$47,833",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
295,296,=295,Siena College,53.5,296,14.7,329,14.4,736,21.7,206,2.6,708,593666,New York,"$35,735","$14,550","$55,267",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
296,297,=297,Illinois State University,53.4,297,13.1,411,16.4,208,19.8,270,4.0,516,592376,Illinois,"$18,653","$9,850","$46,033",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
297,298,=297,University of Washington-Bothell,53.4,298,4.9,775,15.1,613,25.1,112,8.3,34,595049,Washington,"$35,475","$11,259","$55,400",0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0
298,299,=299,Concordia College at Moorhead,53.3,299,16.8,227,17.0,79,17.9,343,1.6,791,593114,Minnesota,"$38,378","$8,040","$42,733",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
299,300,=299,Eastern Mennonite University,53.3,300,17.9,165,15.4,510,16.5,409,3.4,600,594797,Virginia,"$35,800","$11,000","$38,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
300,301,=299,SUNY College of Environmental Science and Forestry,53.3,301,17.7,179,14.8,680,18.2,332,2.7,698,593693,New York,"$18,193","$16,510","$43,267",1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
301,302,=299,Wayne State University,53.3,302,17.1,216,16.2,282,12.7,603,7.2,112,738,Michigan,"$29,663","$10,102","$40,033",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
302,303,303,University of St Thomas (Minnesota),53.2,303,14.7,330,15.9,363,19.7,275,2.9,675,593165,Minnesota,"$41,133","$10,054","$56,200",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
303,304,304,Xavier University,53.1,304,15.5,289,17.2,64,17.0,382,3.4,610,594014,Ohio,"$37,230","$12,150","$48,800",1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0
304,305,=305,University of Evansville,53.0,305,17.5,189,17.5,20,14.0,541,3.9,532,592487,Indiana,"$35,396","$12,160","$40,900",0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
305,306,=305,John Carroll University,53.0,306,14.4,349,15.5,478,20.2,258,2.9,665,593927,Ohio,"$39,990","$11,580","$51,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
306,307,=305,University of St Thomas (Texas)  ,53.0,307,14.8,324,15.6,467,14.1,537,8.5,26,595256,Texas,"$32,660","$8,850","$48,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,308,=308,Hanover College,52.9,308,17.3,201,15.4,514,17.8,345,2.3,737,592496,Indiana,"$36,520","$11,230","$43,600",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1
308,309,=308,Mount Saint Mary's University,52.9,309,13.4,397,15.7,424,16.5,412,7.3,103,595202,California,"$39,608","$12,138","$51,900",0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
309,310,=308,St John Fisher College,52.9,310,16.3,249,15.5,492,18.0,340,3.0,650,593675,New York,"$33,120","$12,150","$46,200",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
